"","Season","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG.x","BB%","K%","BB/K","AVG.y","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","Pace","date_acquired","player_id","W","L","ERA","GS","CG","ShO","SV","HLD","BS","IP","TBF","ER","WP","BK","K/9","BB/9","K/BB","HR/9","K-BB%","AVG","WHIP","LOB%","ERA-","FIP-","FIP","G.x","PA.x","HR.x","R.x","RBI.x","SB.x","BsR","Off","Def","WAR","G.y","PA.y","HR.y","R.y","RBI.y","SB.y","F-Strike%","SwStr%","W.x","L.x","SV.x","GS.x","IP.x","GB%","HR/FB","ERA.x","xFIP","W.y","L.y","ERA.y","GS.y","SV.y","IP.y"
"3807","2015","Brewers",103,371,415,98,68,20,3,7,51,43,36,0,64,1,6,1,18,1,0,0.264,"8.7%","15.4%",0.56,0.264,0.326,0.391,0.717,0.127,3.8,0.297,-1.4,-3.4,0,47,0,0.313,95,"27.5%","56.5%","43.4%","70.2%","92.6%","86.2%","54.7%",25.3,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3808","2016","2 Teams",142,490,544,143,92,24,3,24,67,81,47,5,100,3,4,0,16,5,0,0.292,"8.6%","18.4%",0.47,0.292,0.355,0.5,0.855,0.208,4.3,0.322,-0.4,-0.8,0.7,84,19.5,0.362,123,"26.6%","56.8%","43.2%","65.5%","88.3%","81.9%","54.7%",25.2,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3809","2016","Brewers",95,338,376,101,68,17,3,13,48,50,33,3,70,1,4,0,12,5,0,0.299,"8.8%","18.6%",0.47,0.299,0.359,0.482,0.841,0.183,5.1,0.34,1.3,-0.7,0.8,56,12.1,0.357,121,"27.0%","56.4%","42.8%","64.1%","88.8%","81.6%","53.7%",25.8,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3810","2016","Rangers",47,152,168,42,24,7,0,11,19,31,14,2,30,2,0,0,4,0,0,0.276,"8.3%","17.9%",0.47,0.276,0.345,0.539,0.885,0.263,0.6,0.279,-1.7,-0.1,-0.1,27,7.4,0.371,127,"25.6%","57.7%","44.0%","69.4%","87.1%","82.7%","57.2%",24,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3811","2017","2 Teams",123,423,481,112,82,21,3,6,45,40,46,6,51,8,4,0,16,1,0,0.265,"9.6%","10.6%",0.9,0.265,0.345,0.371,0.716,0.106,3.1,0.286,0.2,-2.9,-0.1,55,-4,0.311,80,"21.2%","56.5%","41.6%","73.1%","94.9%","90.2%","57.8%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3812","2017","Rangers",77,281,306,68,49,15,0,4,27,27,19,0,32,4,2,0,10,1,0,0.242,"6.2%","10.5%",0.59,0.242,0.297,0.338,0.635,0.096,2.3,0.259,-0.6,-2,0,27,-10.8,0.279,61,"24.5%","59.1%","44.1%","68.5%","95.7%","89.1%","56.7%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3813","2017","Rockies",46,142,175,44,33,6,3,2,18,13,27,6,19,4,2,0,6,0,0,0.31,"15.4%","10.9%",1.42,0.31,0.429,0.437,0.865,0.127,3.5,0.341,0.8,-0.9,-0.1,28,7.1,0.369,112,"15.4%","52.3%","37.4%","86.0%","93.5%","92.3%","59.7%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814","2018","Athletics",126,415,454,100,74,21,1,4,41,51,29,1,65,3,6,1,12,0,0,0.241,"6.4%","14.3%",0.45,0.241,0.291,0.325,0.617,0.084,1.9,0.273,-2,-1.3,-0.3,37,-16.2,0.271,72,"26.6%","56.3%","43.5%","75.1%","92.7%","88.1%","57.1%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3815","2019","Angels (A+)",2,8,9,2,0,1,0,1,3,1,1,0,1,0,0,0,0,0,0,0.25,"11.1%","11.1%",1,0.25,0.333,0.75,1.083,0.5,2.6,0.167,NA,NA,0,2,0.9,0.455,183,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816","2019","2 Teams",101,293,328,68,49,10,1,8,30,36,27,1,51,5,3,0,17,0,0,0.232,"8.2%","15.5%",0.53,0.232,0.305,0.355,0.66,0.123,1.8,0.253,-2.7,-2.9,-0.2,32,-9.8,0.286,75,"25.7%","50.8%","39.3%","72.3%","92.6%","86.5%","54.3%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3817","2019","Angels",74,240,268,58,42,8,1,7,28,30,21,0,39,4,3,0,15,0,0,0.242,"7.8%","14.6%",0.54,0.242,0.31,0.371,0.681,0.129,2.1,0.259,-2.6,-2.5,-0.1,28,-6.1,0.294,81,"24.6%","50.1%","38.7%","74.2%","93.4%","88.0%","55.5%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818","2019","Cubs",27,53,60,10,7,2,0,1,2,6,6,1,12,1,0,0,2,0,0,0.189,"10.0%","20.0%",0.5,0.189,0.283,0.283,0.566,0.094,0.1,0.225,-0.1,-0.4,0,4,-3.7,0.248,49,"30.4%","55.1%","42.3%","65.7%","88.1%","79.8%","48.2%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3819","2020","Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%","0.0%",0,0,0,0,0,0,0.1,0,NA,NA,0,0,0,0,-100,"","","","","","","",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3820","2021","ATC",25,83,92,19,14,3,0,2,10,10,7,0,15,1,1,0,4,0,0,0.233,"7.8%","16.8%",0.47,0.233,0.298,0.355,0.652,0.122,1.6,0.26,NA,NA,-0.1,9,-2.8,0.284,76,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3821","2021","Steamer",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.23,"8.0%","18.2%",0.44,0.23,0.3,0.353,0.652,0.122,0.1,0.264,0,NA,0,0,0,0.282,72,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3822","2021","ZiPS",106,344,381,84,60,14,2,8,36,48,29,2,56,4,4,0,14,1,0,0.244,"7.6%","14.7%",0.52,0.244,0.307,0.366,0.673,0.122,3.1,0.268,NA,NA,0,38,-10.4,0.288,78,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3823","2021","Braves (AAA)",16,43,51,10,7,2,0,1,4,9,7,0,9,0,1,0,0,0,0,0.233,"13.7%","17.6%",0.78,0.233,0.333,0.349,0.682,0.116,0.7,0.265,NA,NA,-0.1,6,-0.8,0.312,88,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3824","2021","Nationals",5,14,14,5,4,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0.357,"0.0%","14.3%",0,0.357,0.357,0.429,0.786,0.071,0.1,0.417,-0.3,0,0,2,0.4,0.342,115,"22.2%","48.4%","38.8%","50.0%","93.3%","84.2%","63.3%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3825","2021","ZiPS (R)",57,185,203,48,34,9,1,4,19,26,15,1,29,2,1,0,NA,1,0,0.258,"7.2%","14.5%",0.5,0.258,0.318,0.382,0.699,0.124,3,0.286,-0.3,NA,-0.1,23,-0.6,0.306,91,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3826","2021","Steamer (R)",9,32,36,8,5,1,0,1,3,4,3,0,6,0,0,0,NA,0,0,0.238,"7.7%","18.0%",0.42,0.238,0.303,0.358,0.661,0.12,3,0.274,-0.1,NA,0,4,-0.5,0.292,82,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3827","2021","Depth Charts (R)",9,34,37,8,6,2,0,1,4,4,3,0,6,0,0,0,NA,0,0,0.248,"7.4%","16.3%",0.46,0.248,0.31,0.37,0.68,0.122,3.1,0.28,0,NA,0,4,-0.3,0.299,87,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3828","2021","THE BAT (R)",10,34,38,9,6,2,0,1,4,4,3,0,7,0,0,0,1,0,0,0.252,"7.7%","17.3%",0.45,0.252,0.316,0.369,0.685,0.118,3.2,0.291,NA,NA,0,4,-0.3,0.301,89,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3829","2021","THE BAT X (RoS)",10,34,38,9,6,2,0,1,4,4,3,0,7,0,0,0,1,0,0,0.251,"7.6%","17.2%",0.44,0.251,0.314,0.371,0.686,0.12,2.8,0.289,NA,NA,0,4,-0.3,0.301,89,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3830","Total","- - -",1208,4135,4582,1133,784,217,24,108,481,547,366,20,660,34,40,7,136,30,9,0.274,"8.0%","14.4%",0.55,0.274,0.335,0.416,0.752,0.142,3.6,0.301,-11.6,-14.5,-1,565,39.6,0.327,102,"27.1%","55.8%","43.1%","72.0%","92.0%","86.4%","55.8%",24.9,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3831","Postseason","- - -",15,51,52,12,8,3,0,1,6,6,1,0,12,0,0,0,0,0,0,0.235,"1.9%","23.1%",0.08,0.235,0.25,0.353,0.603,0.118,2.1,0.289,NA,NA,0,4,-2.3,0.262,55,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3832","2010","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","18.5%",0.46,0.257,0.325,0.403,0.728,0.145,5,0.297,NA,NA,NA,NA,NA,0.321,NA,"27.5%","61.9%","44.9%","64.9%","87.4%","80.6%","50.7%",21.5,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3833","2011","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1%","18.6%",0.44,0.255,0.321,0.399,0.72,0.144,5.1,0.295,NA,NA,NA,NA,NA,0.316,NA,"28.0%","62.2%","45.6%","64.8%","87.4%","80.6%","51.2%",21.6,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3834","2012","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.0%","19.8%",0.4,0.255,0.319,0.405,0.724,0.151,5.2,0.297,NA,NA,NA,NA,NA,0.315,NA,"27.7%","62.2%","45.6%","62.6%","86.6%","79.6%","51.7%",22.1,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3835","2013","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.9%","19.9%",0.4,0.253,0.318,0.396,0.714,0.143,4.9,0.297,NA,NA,NA,NA,NA,0.314,NA,"26.9%","63.2%","45.9%","61.3%","86.4%","79.4%","52.3%",22.6,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3836","2014","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.6%","20.4%",0.37,0.251,0.314,0.386,0.7,0.135,5,0.299,NA,NA,NA,NA,NA,0.31,NA,"28.0%","63.2%","46.2%","61.0%","86.9%","79.3%","51.6%",23,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3837","2015","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7%","20.4%",0.38,0.254,0.317,0.405,0.721,0.15,4.8,0.299,NA,NA,NA,NA,NA,0.313,NA,"28.6%","64.3%","46.9%","60.6%","86.5%","78.8%","51.3%",22.1,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3838","2016","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2%","21.1%",0.39,0.255,0.322,0.417,0.739,0.162,4.9,0.3,NA,NA,NA,NA,NA,0.318,NA,"28.2%","63.9%","46.5%","59.6%","85.9%","78.1%","51.3%",22.7,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3839","2017","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","21.6%",0.39,0.255,0.324,0.426,0.75,0.171,5,0.3,NA,NA,NA,NA,NA,0.321,NA,"26.3%","65.5%","46.5%","58.6%","84.6%","77.5%","51.3%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3840","2018","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","22.3%",0.38,0.248,0.318,0.409,0.728,0.161,5,0.296,NA,NA,NA,NA,NA,0.315,NA,"26.9%","65.3%","46.6%","57.0%","84.7%","76.9%","51.2%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3841","2019","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","23.0%",0.37,0.252,0.323,0.435,0.758,0.183,5,0.298,NA,NA,NA,NA,NA,0.32,NA,"28.7%","65.7%","47.0%","57.3%","84.6%","76.2%","49.5%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3842","2020","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2%","23.4%",0.39,0.245,0.322,0.418,0.74,0.173,5.2,0.292,NA,NA,NA,NA,NA,0.32,NA,"27.1%","65.2%","46.0%","55.1%","83.8%","75.2%","49.5%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3843","2021","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9%","24.1%",0.37,0.237,0.312,0.396,0.708,0.159,5.1,0.288,NA,NA,NA,NA,NA,0.309,NA,"26.6%","65.8%","46.7%","54.6%","83.2%","75.2%","51.1%",NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3844","2016","Nationals (R)",NA,169,NA,61,42,11,3,NA,NA,NA,14,0,25,0,0,0,1,NA,2,0.361,"7.7%","13.7%",NA,0.361,0.41,0.55,NA,0.189,NA,0.403,NA,NA,NA,NA,NA,0.45,184,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,20123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,183,5,25,31,5,NA,NA,NA,NA,45,183,5,25,31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3845","2016","Nationals (A-)",NA,21,NA,9,6,3,0,NA,NA,NA,3,0,4,0,0,0,0,NA,0,0.429,"12.5%","16.7%",NA,0.429,0.5,0.571,NA,0.143,NA,0.529,NA,NA,NA,NA,NA,0.503,221,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,20123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,24,0,3,1,0,NA,NA,NA,NA,6,24,0,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
